S.No.,Family,English Name,Scientific Name,Authority,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chhattisgarh,Gujarat,Goa,Haryana,Himachal Pradesh,Jharkhand,Karnataka,Kerala,Madhaya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttarpradesh,Uttarakhand,West Bengal,Andaman & Nicobar,Chandigarh,"Dadra Nagar Haveli, Daman & Diu",Delhi,Jammu & Kashmir,Ladakh,Lakshadweep,Puducherry
50,Rhinopomatidae,Lesser Mouse-tailed Bat,Rhinopoma hardwickii,"Gray, 1831",1,0,0,1,0,1,0,Uttam,0,1,1,1,1,1,0,0,0,0,1,Uttam,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
51,Rhinopomatidae,Greater Mouse-tailed Bat,Rhinopoma microphyllum,"(Brünnich, 1872)",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
52,Emballonuridae,Pouch-bearing Tomb Bat,Saccolaimus saccolaimus,"(Temminck, 1838)",0,0,1,0,0,1,Uttam,0,0,0,1,1,1,1,0,Uttam,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
53,Emballonuridae,Egyptian Tomb Bat,Taphozous perforatus,"E. Geoffroy, 1818",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Emballonuridae,Long-winged Tomb Bat,Taphozous longimanus,"Hardwicke, 1825",1,0,1,1,0,1,Uttam,0,0,1,1,1,1,1,0,1,0,1,Uttam,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
55,Emballonuridae,Naked-rumped Tomb Bat,Taphozous nudiventris,"Cretzschmar, 1830",1,0,0,1,0,1,0,Uttam,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
56,Emballonuridae,Black-bearded Tomb Bat,Taphozous melanopogon,"Temminck, 1841",1,0,0,1,1,1,1,Uttam,0,Uttam,1,1,1,1,0,Uttam,0,0,Uttam,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
57,Emballonuridae,Theobald’s Tomb Bat,Taphozous theobaldi,"Dobson, 1872",0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Molossidae,Wrinkle-lipped Free-tailed Bat,Chaerephon plicatus,"(Buchanan, 1800)",1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
59,Molossidae,Wroughton’s Giant Mastiff Bat,Otomops wroughtoni,"(Thomas, 1913)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Molossidae,European Free-tailed Bat,Tadarida teniotis,"(Rafinesque, 1814)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
61,Molossidae,Egyptian Free-tailed Bat,Tadarida aegyptiaca,"(E. Geoffroy, 1818)",0,0,0,0,1,1,Uttam,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
62,Vespertilionidae,Bronze Sprite,Arielulus circumdatus,"(Temminck, 1840)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,Vespertilionidae,Oriental Serotine,Cnephaeus pachyomus,"(Tomes, 1857)",0,0,1,0,0,0,0,0,Uttam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
64,Vespertilionidae,Thick-eared Bat,Cnephaeus pachyotis,"(Dobson, 1871)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Vespertilionidae,Ognev’s Serotine,Cnephaeus ognevi,"Bobrinskii, 1918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,Vespertilionidae,Gobi Big Brown Bat,Cnephaeus gobiensis,"Bobrinskii, 1926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,Vespertilionidae,Sombre Bat,Cnephaeus tatei,"Ellerman & Morrison-Scott, 1951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
68,Vespertilionidae,Tickell’s Bat,Hesperoptenus tickelli,"(Blyth, 1851)",1,0,Uttam,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
69,Vespertilionidae,Desert Yellow Lesser House Bat,Scotoecus pallidus,"(Dobson, 1876)",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
70,Vespertilionidae,Harlequin Bat,Scotomanes ornatus,"(Blyth, 1851)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
71,Vespertilionidae,Lesser Asiatic Yellow House Bat,Scotophilus kuhlii,"Leach, 1821",1,0,1,1,Uttam,1,Uttam,Uttam,1,1,1,1,1,1,0,1,0,0,1,Uttam,1,Uttam,1,1,1,1,1,1,1,Uttam,0,1,0,0,0,1
72,Vespertilionidae,Greater Asiatic Yellow House Bat,Scotophilus heathii,"(Horsfield, 1831)",1,1,1,1,Uttam,1,Uttam,1,1,1,1,1,1,1,1,1,0,1,1,1,1,Uttam,1,1,Uttam,1,1,1,0,1,1,1,1,0,0,1
73,Vespertilionidae,Chinese Noctule,Nyctalus plancyi,"(Gerbe, 1880)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
74,Vespertilionidae,Leisler’s Noctule,Nyctalus leisleri,"(Kuhl, 1817)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
75,Vespertilionidae,Mountain Noctule,Nyctalus montanus,"(Barret-Hamilton, 1906)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,Vespertilionidae,Common Pipistrelle,Pipistrellus pipistrellus,"(Schreber, 1774)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,Vespertilionidae,Indian Pipistrelle,Pipistrellus coromandra,"(Gray, 1838)",1,1,1,1,0,1,1,Uttam,1,1,1,1,1,1,1,1,0,1,1,Uttam,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1
78,Vespertilionidae,Javan Pipistrelle,Pipistrellus javanicus,"(Gray, 1838)",0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,Uttam,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
79,Vespertilionidae,Japanese Pipistrelle,Pipistrellus abramus,"(Temminck, 1840)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
80,Vespertilionidae,Least Pipistrelle,Pipistrellus tenuis,"(Temminck, 1840)",1,Uttam,1,1,Uttam,1,Uttam,1,1,1,1,1,1,1,1,1,Uttam,1,1,Uttam,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0
81,Vespertilionidae,Kelaart’s Pipistrelle,Pipistrellus ceylonicus,"(Kelaart, 1852)",1,0,0,Uttam,0,1,1,0,1,1,1,1,1,1,0,Uttam,0,0,1,0,1,0,1,1,0,0,1,1,0,Uttam,0,1,0,0,0,0
82,Vespertilionidae,Mount Popa Pipistrelle,Pipistrellus paterculus,"Thomas, 1915",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
83,Vespertilionidae,Dormer’s Pipistrelle,Scotozous dormeri,"Dobson, 1875",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1
84,Vespertilionidae,Large Barbastelle,Barbastella darjelingensis,"Hodgson [in Horsfield], 1855",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
85,Vespertilionidae,Turkestani Long-eared Bat,Otonycteris leucophaea,"Severcov, 1873",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
86,Vespertilionidae,Hodgson’s Long-eared Bat,Plecotus homochrous,"Hodgson, 1847",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Uttam,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
87,Vespertilionidae,Ward’s Long-eared Bat,Plecotus wardi,"Thomas, 1911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
88,Vespertilionidae,Chocolate Pipistrelle,Hypsugo affinis,"(Dobson, 1871)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
89,Vespertilionidae,Savi’s Pipistrelle,Hypsugo savii,"(Bonaparte, 1837)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,Vespertilionidae,Cadorna’s Pipistrelle,Hypsugo cadornae,"(Thomas, 1916)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,Vespertilionidae,Joffre's Pipistrelle,Mirostrellus joffrei,"(Thomas, 1915)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,Vespertilionidae,Great Evening Bat,Ia io,"Thomas, 1902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Vespertilionidae,Meghalaya Thick-thumbed Bat,Glischropus meghalayanus,"Saikia, Ruedi & Csorba, 2022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Vespertilionidae,Disk-footed bat,Eudiscopus denticulus,"(Osgood, 1932)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Vespertilionidae,Blyth’s Lesser Bamboo Bat,Tylonycteris fulvida,"(Blyth, 1859)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Uttam,Uttam,0,0,0,0,1,0,0,Uttam,0,0,1,0,0,0,0,0,0,0,0
